"filename", "language", "JavaScript", "Vue", "CSS", "SCSS", "YAML", "XML", "comment", "blank", "total"
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\activity\news\manageNews\list copy.vue", "Vue", 0, 93, 0, 0, 0, 0, 0, 13, 106
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\activity\news\manageNews\list.vue", "Vue", 0, 142, 0, 0, 0, 0, 7, 7, 156
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\charts\keyboard.vue", "Vue", 0, 19, 0, 0, 0, 0, 0, 5, 24
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\charts\line.vue", "Vue", 0, 19, 0, 0, 0, 0, 0, 5, 24
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\charts\mix-chart.vue", "Vue", 0, 19, 0, 0, 0, 0, 0, 5, 24
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\clipboard\index.vue", "Vue", 0, 46, 0, 0, 0, 0, 0, 4, 50
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\avatar-upload.vue", "Vue", 0, 54, 0, 0, 0, 0, 0, 8, 62
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\back-to-top.vue", "Vue", 0, 150, 0, 0, 0, 0, 1, 4, 155
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\count-to.vue", "Vue", 0, 207, 0, 0, 0, 0, 0, 12, 219
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\dnd-list.vue", "Vue", 0, 36, 0, 0, 0, 0, 0, 4, 40
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\drag-dialog.vue", "Vue", 0, 58, 0, 0, 0, 0, 1, 3, 62
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\drag-kanban.vue", "Vue", 0, 64, 0, 0, 0, 0, 0, 3, 67
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\drag-select.vue", "Vue", 0, 40, 0, 0, 0, 0, 0, 4, 44
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\dropzone.vue", "Vue", 0, 28, 0, 0, 0, 0, 0, 4, 32
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\json-editor.vue", "Vue", 0, 31, 0, 0, 0, 0, 0, 6, 37
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\markdown.vue", "Vue", 0, 91, 0, 0, 0, 0, 0, 11, 102
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\mixin.vue", "Vue", 0, 161, 0, 0, 0, 0, 0, 9, 170
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\split-pane.vue", "Vue", 0, 60, 0, 0, 0, 0, 0, 8, 68
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\sticky.vue", "Vue", 0, 127, 0, 0, 0, 0, 0, 9, 136
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\components-demo\tinymce.vue", "Vue", 0, 32, 0, 0, 0, 0, 0, 5, 37
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\BarChart.vue", "Vue", 0, 98, 0, 0, 0, 0, 0, 5, 103
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\BoxCard.vue", "Vue", 0, 114, 0, 0, 0, 0, 0, 5, 119
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\LineChart.vue", "Vue", 0, 133, 0, 0, 0, 0, 0, 3, 136
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\PanelGroup.vue", "Vue", 0, 159, 0, 0, 0, 0, 0, 23, 182
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\PieChart.vue", "Vue", 0, 76, 0, 0, 0, 0, 0, 4, 80
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\RaddarChart.vue", "Vue", 0, 112, 0, 0, 0, 0, 0, 5, 117
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\TodoList\Todo.vue", "Vue", 0, 80, 0, 0, 0, 0, 0, 2, 82
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\TodoList\index.scss", "SCSS", 0, 0, 0, 309, 0, 0, 11, 1, 321
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\TodoList\index.vue", "Vue", 0, 123, 0, 0, 0, 0, 1, 4, 128
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\TransactionTable.vue", "Vue", 0, 53, 0, 0, 0, 0, 0, 3, 56
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\components\mixins\resize.js", "JavaScript", 50, 0, 0, 0, 0, 0, 4, 2, 56
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\admin\index.vue", "Vue", 0, 113, 0, 0, 0, 0, 0, 12, 125
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\components\LineChart.vue", "Vue", 0, 133, 0, 0, 0, 0, 0, 3, 136
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\components\PanelGroup.vue", "Vue", 0, 155, 0, 0, 0, 0, 0, 26, 181
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\components\mixins\resize.js", "JavaScript", 50, 0, 0, 0, 0, 0, 4, 2, 56
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\editor\index.vue", "Vue", 0, 70, 0, 0, 0, 0, 0, 5, 75
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\dashboard\index.vue", "Vue", 0, 60, 0, 0, 0, 0, 11, 9, 80
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\documentation\index.vue", "Vue", 0, 53, 0, 0, 0, 0, 0, 5, 58
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\error-log\components\ErrorTestA.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 2, 14
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\error-log\components\ErrorTestB.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 2, 12
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\error-log\index.vue", "Vue", 0, 29, 0, 0, 0, 0, 0, 4, 33
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\error-page\401.vue", "Vue", 0, 96, 0, 0, 0, 0, 0, 4, 100
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\error-page\404.vue", "Vue", 0, 225, 0, 0, 0, 0, 0, 4, 229
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\example\components\ArticleDetail.vue", "Vue", 0, 256, 0, 0, 0, 0, 10, 24, 290
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\example\components\Dropdown\Comment.vue", "Vue", 0, 40, 0, 0, 0, 0, 0, 2, 42
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\example\components\Dropdown\Platform.vue", "Vue", 0, 45, 0, 0, 0, 0, 0, 2, 47
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\example\components\Dropdown\SourceUrl.vue", "Vue", 0, 37, 0, 0, 0, 0, 0, 2, 39
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\example\components\Dropdown\index.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\example\components\Warning.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 2, 14
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\example\create.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 4, 14
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\example\edit.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 4, 14
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\example\list.vue", "Vue", 0, 102, 0, 0, 0, 0, 0, 11, 113
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\excel\components\AutoWidthOption.vue", "Vue", 0, 33, 0, 0, 0, 0, 0, 2, 35
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\excel\components\BookTypeOption.vue", "Vue", 0, 38, 0, 0, 0, 0, 0, 2, 40
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\excel\components\FilenameOption.vue", "Vue", 0, 26, 0, 0, 0, 0, 0, 2, 28
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\excel\export-excel.vue", "Vue", 0, 110, 0, 0, 0, 0, 1, 6, 117
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\excel\merge-header.vue", "Vue", 0, 96, 0, 0, 0, 0, 0, 6, 102
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\excel\select-excel.vue", "Vue", 0, 105, 0, 0, 0, 0, 0, 3, 108
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\excel\upload-excel.vue", "Vue", 0, 38, 0, 0, 0, 0, 0, 5, 43
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\finance\curves\index.vue", "Vue", 0, 69, 0, 0, 0, 0, 0, 6, 75
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\finance\finance\index.vue", "Vue", 0, 8, 0, 0, 0, 0, 0, 3, 11
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\finance\listin\index.vue", "Vue", 0, 288, 0, 0, 0, 0, 30, 8, 326
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\finance\listout\index.vue", "Vue", 0, 347, 0, 0, 0, 0, 31, 8, 386
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\goods\goodsBrand\goodsBrandList.vue", "Vue", 0, 8, 0, 0, 0, 0, 0, 3, 11
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\goods\goodsCategory\goodsCategoryList.vue", "Vue", 0, 8, 0, 0, 0, 0, 0, 3, 11
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\goods\goods\index.vue", "Vue", 0, 8, 0, 0, 0, 0, 0, 3, 11
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\guide\index.vue", "Vue", 0, 34, 0, 0, 0, 0, 0, 3, 37
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\guide\steps.js", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 2, 54
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\icons\element-icons.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 2, 4
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\icons\index.vue", "Vue", 0, 94, 0, 0, 0, 0, 0, 8, 102
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\icons\svg-icons.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 4, 11
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\login\auth-redirect.vue", "Vue", 0, 15, 0, 0, 0, 0, 0, 1, 16
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\login\components\SocialSignin.vue", "Vue", 0, 58, 0, 0, 0, 0, 11, 4, 73
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\login\index copy.vue", "Vue", 0, 274, 0, 0, 0, 0, 27, 28, 329
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\login\index.vue", "Vue", 0, 171, 0, 0, 0, 0, 8, 3, 182
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\nested\menu1\index.vue", "Vue", 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\nested\menu1\menu1-1\index.vue", "Vue", 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\nested\menu1\menu1-2\index.vue", "Vue", 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\nested\menu1\menu1-2\menu1-2-1\index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 1, 6
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\nested\menu1\menu1-2\menu1-2-2\index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 1, 6
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\nested\menu1\menu1-3\index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 1, 6
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\nested\menu2\index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 1, 6
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\pdf\content.js", "JavaScript", 55, 0, 0, 0, 0, 0, 0, 4, 59
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\pdf\download.vue", "Vue", 0, 176, 0, 0, 0, 0, 1, 25, 202
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\pdf\index.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 2, 14
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\permission\components\SwitchRoles.vue", "Vue", 0, 31, 0, 0, 0, 0, 0, 2, 33
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\permission\directive.vue", "Vue", 0, 101, 0, 0, 0, 0, 0, 11, 112
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\permission\page.vue", "Vue", 0, 17, 0, 0, 0, 0, 0, 3, 20
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\permission\role.vue", "Vue", 0, 239, 0, 0, 0, 0, 9, 23, 271
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\profile\components\Account.vue", "Vue", 0, 37, 0, 0, 0, 0, 0, 2, 39
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\profile\components\Activity.vue", "Vue", 0, 166, 0, 0, 0, 0, 0, 20, 186
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\profile\components\Timeline.vue", "Vue", 0, 42, 0, 0, 0, 0, 0, 2, 44
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\profile\components\UserCard.vue", "Vue", 0, 117, 0, 0, 0, 0, 0, 18, 135
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\profile\index.vue", "Vue", 0, 63, 0, 0, 0, 0, 0, 6, 69
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\qiniu\upload.vue", "Vue", 0, 37, 0, 0, 0, 0, 2, 3, 42
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\redirect\index.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 1, 13
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\system\Menu\MenuList.vue", "Vue", 0, 451, 0, 0, 0, 0, 35, 2, 488
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\system\Role\RoleList.vue", "Vue", 0, 346, 0, 0, 0, 0, 39, 3, 388
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\system\UserApprove\UserApprove.vue", "Vue", 0, 154, 0, 0, 0, 0, 7, 4, 165
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\system\User\UserList.vue", "Vue", 0, 718, 0, 0, 0, 0, 111, 5, 834
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\system\config\code.vue", "Vue", 0, 44, 0, 0, 0, 0, 0, 3, 47
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\system\config\systemDocument.vue", "Vue", 0, 34, 0, 0, 0, 0, 2, 2, 38
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\system\department\department.vue", "Vue", 0, 428, 0, 0, 0, 0, 45, 4, 477
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\tab\components\TabPane.vue", "Vue", 0, 94, 0, 0, 0, 0, 0, 10, 104
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\tab\index.vue", "Vue", 0, 53, 0, 0, 0, 0, 1, 4, 58
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\table\complex-table.vue", "Vue", 0, 368, 0, 0, 0, 0, 2, 10, 380
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\table\drag-table.vue", "Vue", 0, 138, 0, 0, 0, 0, 3, 13, 154
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\table\dynamic-table\components\FixedThead.vue", "Vue", 0, 58, 0, 0, 0, 0, 0, 5, 63
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\table\dynamic-table\components\UnfixedThead.vue", "Vue", 0, 48, 0, 0, 0, 0, 0, 3, 51
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\table\dynamic-table\index.vue", "Vue", 0, 20, 0, 0, 0, 0, 0, 5, 25
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\table\inline-edit-table.vue", "Vue", 0, 140, 0, 0, 0, 0, 0, 10, 150
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\theme\index.vue", "Vue", 0, 110, 0, 0, 0, 0, 0, 11, 121
"d:\Employment\code\Club_Management_System\vue-element-admin\src\views\zip\index.vue", "Vue", 0, 75, 0, 0, 0, 0, 0, 3, 78
"Total", "-", 3352, 18466, 26, 920, 5, 50, 1346, 1577, 25742
